timestamp,position.x,position.y,position.z,velocity.x,velocity.y,velocity.z,attitude.x,attitude.y,attitude.z,motor_speed.0,motor_speed.1,motor_speed.2,motor_speed.3
350000000,-6.454555017368415,-18.551201963904226,-2.0098570705648005,0.4864854614214636,-0.37076588866261856,-0.02073493403909797,-0.02982873572239815,-0.34962621362612756,-0.03613760966415934,1234.2976529465832,1115.2785088446644,1173.999352549359,1096.230258127087
360000000,-6.449846486202755,-18.554680201044846,-2.0100487311836113,0.5193841988624809,-0.37178382971866625,-0.019599301928070356,-0.02327314052432932,-0.3508558067707554,-0.0026406929598405855,1235.033219558272,1116.8211114445674,1181.5221623217576,1087.791148614724
370000000,-6.444245021750947,-18.55856265574794,-2.0102459200000564,0.5565098993602114,-0.37324606891278644,-0.016132346171593304,-0.015175848365352549,-0.3515822520240837,0.0315529189432899,1236.2688079482666,1111.3054826949826,1191.5749197654757,1082.8000152772888
380000000,-6.438885384774599,-18.562061517456186,-2.0103888752199137,0.5874241399158301,-0.37368299514167674,-0.015086642472005866,-0.007114115200098952,-0.35183894789833514,0.059618517998436274,1235.196172292737,1106.0774146475421,1201.4486030219182,1080.1286067706346
390000000,-6.432583669727309,-18.565942343531002,-2.0105238487969124,0.6226393988505649,-0.369733005257639,-0.011558181924529199,0.00241029241772648,-0.35172588392141535,0.08793773939638243,1230.9296280734302,1105.676505446323,1209.8878831688671,1078.1725203792112
400000000,-6.425916994873196,-18.569771351969347,-2.0106238431989727,0.6570030882633516,-0.36573206680330766,-0.009373405119550012,0.012487146662355234,-0.3512685106325634,0.11323932076854819,1227.398404759921,1109.067329906813,1216.4334854687565,1073.5540838754378
410000000,-6.419617692614756,-18.57318082560239,-2.0107090937264416,0.6880590494814921,-0.359009830984796,-0.007971236185984535,0.02203264747696803,-0.35056688730563373,0.133327834376821,1226.3008338578672,1112.5677137511725,1221.328237112564,1067.663200771388
420000000,-6.41225672577835,-18.57687336306681,-2.010792209648365,0.7235583682748188,-0.349539207420283,-0.010121376095349969,0.03297742234385479,-0.34932133482870853,0.1527597836936719,1224.6418691234671,1113.8365993794166,1226.378702466897,1064.5597963805703
430000000,-6.405316618872317,-18.580105804521054,-2.0108746205870562,0.7573702020488315,-0.3386846444513171,-0.009001031096747275,0.04321174842949753,-0.347913424274989,0.16767085932373765,1220.7835379816336,1112.861943505552,1231.9187366209487,1064.8185143571884
440000000,-6.397240345216613,-18.58357074577347,-2.0109598271094673,0.7907028102444406,-0.32600922109157987,-0.007690176983562604,0.05474842413267635,-0.34602586281753894,0.1815525819121247,1213.5696393504425,1116.3700897321298,1237.5199181420776,1063.3258976450759
450000000,-6.388812240493888,-18.586883359856227,-2.011019441839991,0.8300333394844783,-0.3078389927335615,-0.006078859687299899,0.06631165701240226,-0.3437795984127302,0.19282617620488726,1204.026691348832,1121.0905496882733,1242.2934959864317,1063.84885471918
460000000,-6.380883750733939,-18.58970044199688,-2.0110650044732234,0.861700000637203,-0.29230819438202826,-0.004291020604139266,0.07679357625656238,-0.3415546466471913,0.2006893484006226,1197.1313616162,1120.2197876990622,1246.9515983542065,1067.317207534598
470000000,-6.371745621071834,-18.59266934303246,-2.0110984162297956,0.8921930410390108,-0.2758839853548698,-0.001212027719275806,0.08838031180080937,-0.33895827798537026,0.20700087913826953,1192.8910955277456,1118.9958057366273,1249.188964010825,1070.9659996925425
480000000,-6.363243910025461,-18.595194655929255,-2.0111055590270004,0.9211128758335185,-0.2620878427583246,0.0003454925628122564,0.09874050389880962,-0.33664092014494373,0.21066902232795878,1189.4260886298625,1120.3945081866036,1249.4625813290647,1073.32649824151
490000000,-6.353484016998784,-18.59783526858638,-2.011109982783267,0.9542369238188455,-0.2426425875959361,-0.001370515860222624,0.11007245831092957,-0.33397233869151277,0.21276752204368568,1182.3457687001082,1126.7672616717568,1249.5834077860209,1074.7519042520826
500000000,-6.343376047317657,-18.600254742749552,-2.011101336257247,0.9847824997353667,-0.22427260095837484,0.003303391097006327,0.12100462674411602,-0.33127549193460837,0.21288307880773255,1173.4649852166415,1134.74515662131,1249.8442409839613,1075.7529333739735
510000000,-6.33400928298748,-18.602266091778993,-2.011079937080331,1.0155320535508907,-0.20496453841699774,0.00170301557784392,0.13030181396993706,-0.3288435592678269,0.21144101775274668,1168.0111592842495,1139.6580312736348,1248.8307669023025,1077.4483192734144
520000000,-6.323271048520212,-18.6042786145454,-2.0110555546342477,1.0464169140106105,-0.18219947332724365,0.0030162314471125448,0.140041355477437,-0.32610630656141165,0.20820350195900705,1163.96081677629,1142.51997261462,1246.5006769179602,1081.2904736126734
530000000,-6.313343656103473,-18.605894567761496,-2.0110306770504383,1.071562702836376,-0.16244355617422052,0.0022106338877117115,0.14822995532269925,-0.3235885699856266,0.20390096281180153,1158.8886946669165,1145.4143938924153,1245.490956864483,1084.2546657823118
540000000,-6.302019555659897,-18.607461371107483,-2.011015018405255,1.100932360747756,-0.13968429236715993,0.002607213024735996,0.15651936526993568,-0.3208342166123322,0.19771452326693537,1153.715356187955,1149.0937216007237,1243.6597121365987,1087.0101618187848
550000000,-6.29156412983355,-18.608680219416623,-2.011004563205643,1.128396658455891,-0.12179450983323827,0.0006606221283101348,0.16338604313474472,-0.31835407199880106,0.19103712687179245,1149.0926508585271,1152.5947375985602,1240.0086971474232,1091.2189535584616
